percentage error,actual data
0.001622856,1.74E-07
0.001622856,0.000149111
1,0.011083929
0.001622856,4.88E-05
0.963890181,0.001062681
0.001622856,7.87E-05
0.001622856,4.83E-09
1,4.17E-12
1,0.000877696
8.71E-05,0.025
8.71E-05,1
0.860816474,8.56E-09
0.361077233,0.535027592
0.283106574,0.501248911
0.529590013,3.70E-06
0.529616527,8.96E-12
0.846371349,8.75E-06
0.846362689,2.12E-11
1,2.05E-11
1,1.63E-13
0.868770927,4.85E-11
0.86877671,3.86E-13
1,1.93E-11
1,0.011001224
1,1.96E-10
1,1.59E-07
1,3.92E-08
0.66343933,1.13E-09
0.05028351,7.50E-12
0.950141692,3.93E-08
1,3.09E-09
1,9.79E-09
1,3.89E-09
2.547330533,3.75E-08
0.090435969,5.28E-07
0.484214148,1.16E-05
0.45260915,1.46E-06
0.355141456,2.76E-07
0.190491704,8.55E-10
0.09865525,0.00032357
10.53990266,4.35E-08
2.334068771,6.12E-07
0.098335221,5.11E-09
0.071217154,1.61E-08
0.080171655,2.20E-07
0.073161592,4.83E-06
0.071016195,6.08E-07
0.26518977,0.000335976
0.046338064,6.13E-10
0.406110634,0.000135385
158385.8119,2.00E-08
0.045643963,1.00E-06
0.041465837,4.85E-09
0.022374063,7.23E-09
0.022364965,1.79E-05
0.022380215,0.000242682
0.022382395,1.14E-06
0.022361445,0.004426857
0.022377495,0.011119938
7.78E-16,0.035690668
6.66E-16,5.96E-08
8.88E-16,1
8.89E-16,0.093682353
6.67E-16,5.96E-08
1.03E-15,1.29E-08
0.417309508,4.30E-05
0.577211087,5.73E-06
0.577195366,0.001199856
0.57719822,5.91E-07
0.577190463,0.000507971
0.577193821,9.73E-07
0.577199685,0.000812787
0.577195554,0.00026805
0.16370637,1.84E-09
0.577195862,0.001811108
1,2.35E-09
1,7.70E-14
0.177269138,0.000160031
0.17720434,0.000827186
0.177233599,0.003465491
0.1772342,1.13E-06
0.989887786,0.060655022
1,0.001643642
1,0.028228992
0.01613489,7.75E-08
0.01613489,7.51E-05
0.01613489,3.11E-05
0.01613489,1.17E-12
0.901900823,3.32E-08
0.901903602,3.32E-08
0.902105829,7.17E-09
0.999989075,1.91E-15
1,2.61E-15
1,1.28E-15
1,2.07E-15
0.003319618,0.005877875
0.090565538,5.31E-08
0.992686258,2.20E-06
0.090567715,4.17E-08
0.090568722,4.17E-08
0.090541151,4.17E-08
0.090571871,4.17E-08
0.00137463,0.005878938
0.098870675,4.82E-08
0.098874727,3.78E-08
0.098875642,3.78E-08
0.098840637,3.78E-08
0.098879896,3.78E-08
0.011413044,0.006012688
0.122609108,5.47E-08
0.99495867,1.84E-06
0.122589505,4.30E-08
0.1226179,4.30E-08
0.122650112,4.30E-08
0.122596282,4.30E-08
0.013244186,0.006013938
0.123576029,4.81E-08
0.123552119,3.78E-08
0.123588542,3.78E-08
0.123629102,3.78E-08
0.123560252,3.78E-08
0.340425321,0.004367688
0.216859451,4.09E-08
0.230933124,3.21E-08
0.230916472,3.21E-08
0.230938745,3.21E-08
0.230938824,3.21E-08
0.99844642,1.64E-15
4.00E-05,1.05E-07
0.000473726,0.000860036
0.000134179,7.50E-05
0.000640122,4.27E-09
0.089913801,1.19E-12
0.226808466,8.36E-10
0.089893035,1.19E-12
0.190854394,2.56E-13
1,1
8.563685154,0.001169213
0.00890363,0.000249703
0.021824263,0.000196001
0.02181189,0.000196005
0.021824385,0.000196002
0.021823168,0.000195995
1,0.000199
0.153366289,4.07E-06
0.599256481,3.20E-06
0.599249515,3.19E-06
0.599259745,3.20E-06
0.599260844,3.19E-06
0.920128983,0.01217874
0.062985137,0.000249113
0.085065627,0.000195537
0.085084117,0.000195544
0.085067917,0.000195538
0.085070058,0.000195532
0.802535111,0.000138984
0.585617029,3.38E-05
0.398292843,2.65E-05
0.398311153,2.65E-05
0.398299995,2.65E-05
0.398294415,2.65E-05
1.620662693,0.001287953
0.148994779,0.000312915
0.300504739,0.000245626
0.300467853,0.000245615
0.300502788,0.000245625
0.300503921,0.000245615
0.676318747,8.33E-05
0.047679127,2.02E-05
0.37855329,1.59E-05
0.378551733,1.59E-05
0.3785558,1.59E-05
0.378554568,1.59E-05
0.045289207,3.09E-09
0.360612636,3.61E-09
0.621569521,4.38E-12
0.681455841,5.30E-10
0.410078319,9.50E-12
0.977477937,1.84E-08
0.977236579,7.49E-10
1,1.66E-09
0.997075016,6.76E-11
0.542814062,7.24E-12
0.542818152,7.24E-12
0.524757669,1.56E-12
0.000724109,3.90E-10
0.999977227,8.07E-12
1.36E-05,8.71E-09
0.999999331,5.14E-12
0.228211144,0.17759
0.038309586,0.12114
0.471190738,0.23192
0.002067978,1.00E-07
0.002063235,0.000110854
0.00206121,0.00010982
0.001232755,4.00E-11
0.002060062,0.00074898
0.001266679,3.45E-10
0.001099506,9.25E-05
0.002058563,3.43E-06
0.00296875,5.60E-07
0.001723199,1.39E-08
0.680017986,0.043221121
0.351635575,7.36E-10
0.581736311,1.27E-12
0.451778553,0.034329848
0.45176575,5.85E-10
0.179415269,1.01E-12
7.65E-05,9.63E-11
0.000454932,1.69E-09
0.000262863,5.57E-11
4.01E-06,2.31E-10
8.51E-05,5.75E-10
0.000314373,0.000154292
7.50E-05,4.73E-09
0.00096558,7.12E-07
0.000126209,3.26E-09
0.968251797,1.03E-06
0.455004179,1.18E-08
1,1
0.504711654,1.06E-07
0.990280464,7.19E-10
1,3.09E-11
0.990280358,7.19E-10
1,1.55E-10
0.81753588,3.28E-05
0.941992963,1
20597.70277,1.94E-12
1,7.16E-16
0.96216071,7.22E-15
4284.088076,4.65E-12
0.742211412,5.64E-15
1,9.18E-09
1,0.00097204
1,0.000120167
1,2.25E-06
1,0.00043865
1,8.80E-10
1,0.00036678
1,0.004705834
1,2.63E-06
1,7.98E-11
9.11E-15,1.11E-09
8.70E-15,9.73E-07
8.63E-15,1.18E-05
8.75E-15,0.001288309
2.44E-13,5.86E-07
2.44E-13,4.85E-13
1.36E-14,1.98E-11
1.36E-14,1.73E-08
1.38E-14,2.09E-07
1.38E-14,2.29E-05
2.18E-13,1.04E-08
2.18E-13,8.62E-15
0.083660926,1.86E-10
0.083651512,1.63E-07
0.083658787,1.97E-06
0.083673054,0.000215733
0.994973755,9.82E-08
0.994973727,8.13E-14
1.29E-14,1.98E-11
1.30E-14,1.73E-08
1.32E-14,2.09E-07
1.30E-14,2.29E-05
1.56E-13,1.04E-08
1.56E-13,8.62E-15
8.36E-15,1.11E-09
8.05E-15,9.73E-07
8.19E-15,1.18E-05
8.25E-15,0.001288309
1.95E-13,5.86E-07
1.95E-13,4.85E-13
0.107463563,3.24E-12
0.284281595,3.69E-12
0,1.04E-05
0,1.49E-06
0,3.33E-06
0,2.61E-06
0,2.61E-06
0,2.61E-06
0,2.61E-06
0,2.37E-05
0,7.19E-10
0,2.34E-07
0,3.33E-08
0,7.46E-08
0,5.85E-08
0,5.85E-08
0,5.85E-08
0,5.85E-08
0,5.31E-07
0,1.61E-11
1,6.30E-09
1,7.51E-14
0.011725968,0.000112004
0.291895138,1.09E-11
0.046901964,0.000108579
0.046891327,1.05E-11
3801.344708,4.99E-12
1,8.86E-12
1,1.65E-14
1,1
0.309578142,1.14E-12
0.589314013,8.02E-10
0.309605032,1.14E-12
0.505556969,2.46E-13
0.094725233,0.008234971
1,0.025272374
1.67E-16,1.21E-12
1.67E-16,1.21E-12
1.94E-16,2.60E-13
8.60E-08,0.23999
8.60E-08,0.032351961
1.87E-08,0.23999
1.87E-08,0.032351961
0,3.09E-05
1.42E-16,0.001527778
0,0.000614754
1.29E-16,0.00335
0,2.82E-09
2.19E-16,3.09E-05
0,0.001527778
1.76E-16,0.000614754
1.29E-16,0.00335
0,2.82E-09
0,3.09E-05
1.42E-16,0.001527778
3.53E-16,0.000614754
0,0.00335
1.47E-16,2.82E-09
2.19E-16,3.09E-05
0,0.001527778
0,0.000614754
0,0.00335
0,2.82E-09
0.409155936,2.17E-10
0,3.09E-05
0,0.001527778
0,0.000614754
0,0.00335
1.47E-16,2.82E-09
2.19E-16,3.09E-05
2.84E-16,0.001527778
1.76E-16,0.000614754
0,0.00335
1.47E-16,2.82E-09
2.88E-15,9.20E-08
3.74E-15,0.037142143
4.38E-15,2.83E-10
0,4.60E-08
0,0.018571429
1.82E-16,1.42E-10
1.44E-16,4.60E-08
1.87E-16,0.018571429
1.82E-16,1.42E-10
0,4.60E-08
1.87E-16,0.018571429
0,1.42E-10
7.19E-16,9.20E-08
3.74E-15,0.037142857
1.47E-10,1
3.83E-15,2.83E-10
2.88E-15,9.20E-08
7.47E-16,0.037142143
1.10E-15,2.83E-10
0,4.60E-08
1.87E-16,0.018571429
0,1.42E-10
1.44E-16,4.60E-08
1.87E-16,0.018571429
1.82E-16,1.42E-10
1.44E-16,4.60E-08
0,0.018571429
1.82E-16,1.42E-10
0,4.60E-08
0,0.018571429
0,1.42E-10
0,4.60E-08
0,0.018571429
1.82E-16,1.42E-10
0,4.60E-08
0,0.018571429
1.82E-16,1.42E-10
5.75E-16,9.20E-08
1.68E-15,0.037142857
6.15E-11,1
2.01E-15,2.83E-10
0,4.60E-08
0,0.018571429
1.82E-16,1.42E-10
0,4.60E-08
0,0.018571429
0,1.42E-10
1.44E-16,4.60E-08
0,0.018571429
0,1.42E-10
5.75E-16,9.20E-08
1.87E-15,0.037142857
5.98E-11,1
2.01E-15,2.83E-10
1.40E-13,1.27E-07
2.33E-13,1.38E-07
3.03E-12,2.22E-05
1.31E-13,1.27E-07
2.33E-13,1.38E-07
3.03E-12,2.22E-05
1.30E-13,1.27E-07
2.33E-13,1.38E-07
3.03E-12,2.22E-05
5.50E-14,1.27E-07
1.32E-13,1.27E-07
2.33E-13,1.38E-07
3.03E-12,2.22E-05
0.390971559,0.001410016
0.389920711,2.01E-11
0.528786757,0.00137132
0.529598411,1.95E-11
7.78E-16,0.035690668
6.66E-16,5.96E-08
8.88E-16,1
8.89E-16,0.093682353
6.67E-16,5.96E-08
1.03E-15,1.29E-08
1,2.41E-08
0.710020756,1.06E-12
0.000155128,5.13E-05
0.000105812,5.13E-05
0.000156466,1.07E-07
0.001900977,0.00010883
0.000541779,0.000518266
0.000285099,1.12E-08
0.000969327,3.28E-06
280.6575518,3.03E-11
0.085490572,3.55E-08
0.000531643,1.39E-08
1,1.15E-14
0.024978605,7.68E-06
0.838038978,6.03E-06
0.838038205,6.03E-06
0.83803761,6.03E-06
1,4.80E-09
1,1.15E-14
1,2.49E-15
0.838040448,6.03E-06
1,1.87E-15
0.00068471,1.25E-06
0.000657218,9.79E-07
0.000694418,9.79E-07
0.000709939,9.79E-07
1,7.79E-10
1,1.87E-15
1,4.04E-16
0.00069449,9.79E-07
1,0.000308668
0.872877591,9.86E-08
1,1
1,0.121797238
1,0.054668574
1,4.20E-06
0.87287072,9.86E-08
1,2.13E-08
0.703571659,0.003083209
0.861794919,0.00952168
0.874726476,0.406237678
0.874772881,0.000618315
1,0.000136801
1,0.005117104
1,7.79E-06
0.962544672,0.000891059
0.962794729,0.03355453
0.962822739,5.11E-05
0.674538697,0.011880728
0.838843659,1
0.83852462,0.001518934
0.93622451,0.003920611
0.938239198,0.152342087
0.938152049,0.00023174
0.169867947,0.519365765
0.831961813,3.51E-08
0.262662285,5.59E-09
0.48738026,1
0.896651747,1.37E-07
0.300449357,0.806882333
0.366393614,1.20E-08
0.004657456,1.47E-12
0.003714474,2.46E-12
1,0.000143667
0.557027666,0.008301016
0.317020006,0.006290315
0.999999966,0.010667125
1,1.70E-09
1,0.007584246
0.003377568,4.87E-08
0.13140249,9.35E-14
0.00332228,1.13E-09
0.131438788,9.35E-14
0.615468951,2.02E-14
0.158919294,1.06E-07
0.198557377,0.00033287
0.326987547,0.016208648
0.114534252,0.073137143
0.069539952,0.105649484
0.093419248,7.19E-08
0.145359279,0.000142904
1.698608257,0.002124877
0.64379779,4.14E-05
0.231406008,0.06800381
0.185769484,0.107240604
0.281933451,6.15E-08
0.242852618,0.000115301
0.832770433,0.000698502
0.411018239,4.07E-05
0.261145188,0.056998095
0.362594486,0.107239485
0.773203438,5.64E-09
0.721973261,1.06E-05
0.535791514,6.40E-05
0.873280612,3.73E-06
0.775404457,0.005221333
0.736721376,0.009823433
1,0.351949279
1,0.0020737
1,0.001400342
1,0.005684
1,2.42E-07
1,2.91E-06
1,2.42E-07
0.760238169,5.22E-08
0.186841958,2.78E-14
1,1.06E-11
0.186820756,2.78E-14
0.186810942,6.00E-15
0.082533669,3.82E-14
1,5.31E-11
0.08252381,3.82E-14
0.08254085,8.24E-15
0.906239822,1.60E-06
1,0.002220755
0.906242498,1.60E-06
0.906243778,3.45E-07
1,0.013896
0.999998476,0.00116965
1,0.001084188
0.998422162,5.59E-12
1.64E-05,2.84E-07
1.64E-05,1.65E-11
1.29E-05,1.09E-10
1.29E-05,6.33E-15
0.000666395,1.09E-10
0.000666395,6.33E-15
1,9.71E-14
0.000559672,2.84E-07
0.002454509,1.65E-11
0.997244331,2.54E-10
0.06076556,2.84E-07
0.210983425,3.61E-11
0.743680153,2.74E-10
1,3.57E-08
1,3.80E-10
0.622845615,1.95E-12
6.44E-05,1.29E-08
6.44E-05,0.005242857
6.44E-05,1.24E-09
0.999974918,6.23E-13
0.62757995,0.000135152
1,5.23E-06
1,2.59E-13
0.986919595,1.86E-11
0.090272554,7.65E-11
0.610844667,6.03E-10
0.607270796,7.63E-11
0.136512332,2.44E-10
0.025202775,5.20E-10
0.87667289,0.000672502
0.116740056,4.55E-09
0.733831045,8.47E-07
0.037310651,2.64E-09
0.643605495,2.56E-09
0.836721871,5.81E-09
0.455107923,1.86E-09
1,4.67E-08
1,2.58E-08
1,7.00E-13
1,5.73E-10
0.852807064,7.43E-11
0.990050468,7.01E-13
0.022994384,8.79E-09
0.990050152,7.01E-13
0.970332733,1.48E-12
0.031880976,1.86E-08
0.970331709,1.48E-12
1,2.20E-13
1,2.20E-13
0.875093566,3.03E-13
0.169664748,2.77E-09
0.875086356,3.03E-13
0.000302311,5.09E-09
0.000173736,8.80E-14
0.001436512,3.90E-07
6.00E-05,8.75E-09
2.48E-05,2.75E-08
7.25E-05,2.70E-10
8.19E-05,0.000116832
0.001072292,6.88E-09
2.03E-05,8.88E-07
0.000124193,2.29E-09
0.000547256,1.74E-08
0.000553225,1.88E-07
0.000553748,7.29E-09
0.000527894,2.56E-08
0.000932171,2.12E-10
0.000357898,9.73E-05
0.000492942,3.42E-08
0.000209291,1.30E-06
0.000107564,2.95E-09
0.534592774,4.40E-13
1,2.26E-11
0.534582765,4.40E-13
0.000452896,1.63E-08
0.000324264,2.12E-07
0.000336806,4.67E-06
0.000289975,5.87E-07
0.001779914,0.000626476
2.89E-05,5.42E-10
0.000326136,0.000130229
0.002364384,0.008048333
0.000472663,1.20E-06
0.000697804,5.41E-09
0.001243401,3.05E-09
1,4.70E-13
0.001243401,3.05E-08
1,0.000523593
1,0.000523609
0.001243401,3.70E-10
1,4.70E-13
1,1.01E-13
0.188392698,7.78E-12
0.188397313,7.78E-12
0.188385396,1.68E-12
0.119523055,7.09E-12
0.119515588,7.09E-12
0.11952961,1.53E-12
0.064347669,5.85E-12
0.064353615,5.85E-12
0.091049764,1.26E-12
0.907524103,1.07E-11
0.907519232,1.07E-11
0.948965651,2.31E-12
0.313607501,0.027370685
1,1.07E-13
1,1.07E-13
0.999896497,8.52E-12
0.002143955,4.38E-08
0.999896495,8.52E-12
0.999907555,6.22E-09
0.999907554,6.22E-09
0.886535195,1.55E-05
0.887075815,0.000324912
0.886535479,1.55E-05
0.999998779,6.12E-06
1,0.000128057
0.999998779,6.12E-06
1,0.237393443
1,0.075675232
1,0.086629603
1,0.075673188
0.489840255,3.14E-13
0.489826489,3.14E-13
0.565745077,7.35E-13
0.565739337,7.35E-13
0.995433897,6.39E-13
0.006877519,0.345330952
0.00699613,1.13E-09
0.995433789,6.39E-13
0.940445018,1.71E-13
0.584177391,0.049893538
0.584178346,1.33E-11
0.940444178,1.71E-13
0.819965734,4.84E-14
0.624862184,0.01414393
0.624862184,3.77E-12
0.819965645,4.84E-14
0.978167439,1.47E-13
0.978167237,1.47E-13
0.978166868,3.17E-14
0.721887723,0.000246751
0.721887723,0.00452102
1,3.06E-13
0.721897621,0.001873333
0.72189094,5.00E-09
1,3.06E-13
0.176487972,5.32E-06
0.854039498,3.45E-12
0.176489536,6.29E-06
0.967619001,0.004060312
0.854040814,3.45E-12
0.081013934,2.71E-06
0.905648395,1.76E-12
0.081010635,3.20E-06
0.931660385,0.002068702
0.905648583,1.76E-12
0.978604122,1.21E-12
0.016526783,2.30E-10
0.978603967,1.21E-12
0.981951803,2.61E-13
0.650543347,5.77E-13
1,2.14E-10
0.650526061,5.77E-13
0.705482076,1.56E-12
0.70547915,1.56E-12
0.841921553,3.37E-13
2.80E-07,1.33E-07
2.80E-07,0.081394942
0.99999982,2.08E-11
0.139689849,2.98E-08
0.99999982,2.08E-11
1.162505229,1.78E-07
0.383956783,5.44E-07
0.264684164,0.001687819
0.365277561,0.061156673
0.039595173,1.15E-06
0.249145674,0.000220494
0.173508616,1.30E-08
0.178084749,0.001016096
0.225120701,3.12E-11
0.329644817,8.25E-07
0.327555138,0.001018666
0.009638488,1.07E-05
0.227984339,8.72E-07
0.259505314,0.032827016
0.533143189,1.96E-05
0.196902438,8.15E-05
0.004570763,1.81E-07
0.100140369,7.62E-07
0.086767567,1.20E-05
0.479705502,0.083359939
0.054701316,5.63E-09
0.301845759,3.84E-10
0.338286515,8.41E-06
0.123634754,4.30E-08
0.100590196,1.40E-05
0.11453859,0.000130335
0.312241768,2.80E-07
0.82125743,0.001671187
0.380280115,0.0050875
0.108004682,0.001472438
0.185066176,8.67E-07
1.020000645,0.003661037
0.457646751,0.032826848
0.178129237,0.002726533
0.060035191,1.45E-05
0.338290198,8.41E-06
0.540367535,8.32E-05
0.531229148,0.06936048
0.051588901,1.37E-05
0.549810418,0.047860814
0.28411725,0.010031333
0.118886555,1.26E-06
1.657469773,1.40E-08
0.547319329,4.31E-06
0.369487167,0.030729179
0.479706587,0.083363841
0.401385305,0.003353667
0.173501093,2.97E-08
0.200312828,1.41E-06
0.523222663,1.44E-05
0.196860771,0.000787096
0.363107885,9.49E-06
0.547451086,4.31E-06
0.369491609,0.030729052
0.394896786,0.017968833
0.043872603,3.22E-05
0.181835779,0.000367524
0.325401089,0.004221167
0.385552834,4.27E-08
0.641401867,0.093233313
0.394798325,2.96E-06
0.495292308,3.03E-10
0.338347903,8.41E-06
2.460308525,0.000221656
0.338307443,8.41E-06
4.988201122,2.13E-05
0.669595658,0.071363677
0.369500575,0.030729045
0.356100137,4.72E-06
0.189700238,6.27E-07
0.297307005,0.116539463
0.196865005,0.000787291
0.255865128,1.28E-07
0.369500575,0.030729045
0.254932047,0.030372853
0.32544463,9.08E-10
0.196851227,0.000789255
0.405387548,9.45E-06
1.100997293,1.62E-07
0.479697757,0.083357783
0.252702919,3.04E-07
0.546642602,5.38E-09
0.499181573,1.77E-05
0.61546197,1.39E-05
0.615465582,1.39E-05
0.615467017,1.39E-05
0.615461149,1.39E-05
0.552006628,4.18E-12
0.803364787,4.34E-11
0.552004432,4.18E-12
0.569048055,9.02E-13
0.968162058,2.83E-10
0.997753786,2.43E-09
0.968161604,2.83E-10
0.999982848,4.61E-07
0.999982848,4.61E-07
5.46E-11,3.43E-13
1.70E-13,5.16E-07
1.70E-13,4.05E-07
1.70E-13,4.05E-07
1.70E-13,4.05E-07
1.70E-13,4.05E-07
0.480388164,9.81E-08
0.470452443,0.000281712
0.458835938,0.012762398
0.481332282,0.068247619
0.488506059,0.105869913
1,2.70E-10
1,2.74E-14
1,3.60E-12
1,3.89E-13
1,2.74E-14
1,4.30E-13
1,4.30E-13
1,9.28E-14
5.44E-05,0.051580126
0.999116383,5.37E-13
0.999116383,5.37E-13
0.999116384,1.16E-13
5.44E-05,0.496906155
0.398132339,4.03E-10
1,2.66E-15
0.398149389,1.76E-12
1,2.66E-15
1,5.75E-16
8.35E-06,8.81E-11
0.000938664,2.00E-07
0.000958279,2.59E-08
0.000896676,4.15E-09
4.55E-05,5.45E-10
0.000144759,0.000346141
4.89E-05,4.63E-09
0.001057315,4.89E-07
5.74E-05,3.02E-09
0.115101023,3.03E-11
0.115075322,3.03E-11
0.033268347,2.01E-06
0.203857523,1.58E-06
0.20386164,1.58E-06
0.203855674,1.58E-06
0.2038598,1.58E-06
0.368487915,0.096131691
0.191892999,1.84E-12
0.191879186,1.84E-12
0.023627207,0.10288023
0.968781736,1.86E-12
0.968781618,1.86E-12
1,6.61E-14
0.055402665,8.50E-10
1,6.61E-14
0.542565691,7.55E-12
15.87381875,1.06E-10
0.542548623,7.55E-12
0.187653268,2.63E-10
0.187667064,2.63E-10
0.212706407,9.60E-11
0.212694791,9.60E-11
0.966408729,1.35E-10
0.966408011,1.35E-10
0.978372643,2.91E-11
0.333911573,9.87E-11
0.333943041,9.87E-11
0.356171251,3.03E-10
0.356157219,3.03E-10
0.902801347,5.28E-11
0.902801271,5.28E-11
0.636505601,2.29E-10
0.636512888,2.29E-10
0.999767798,2.66E-11
0.999767796,2.66E-11
1,5.74E-12
0.993240018,1.04E-11
0.993239659,1.04E-11
1,2.25E-12
0.996154876,8.23E-13
0.996154722,8.23E-13
0.002746637,0.00040044
0.989373266,2.09E-08
1.79E-06,0.05196063
1.76E-06,3.18E-06
0.989373593,2.09E-08
2.54E-05,8.25E-11
2.51E-06,4.33E-10
4.13E-07,1.35E-10
9.40E-08,1.80E-10
1.07E-07,1.10E-09
5.79E-08,1.56E-06
4.64E-08,6.61E-10
7.06E-05,4.66E-11
0.003935014,8.61E-12
2.95E-05,1.75E-10
2.34E-05,4.01E-10
7.48E-06,2.56E-09
3.04E-05,1.96E-06
1.47E-05,1.49E-09
1,1.32E-13
0.010789952,7.77E-09
1,1.32E-13
0.7378123,3.09E-09
0.134349819,2.22E-12
1,1.66E-09
0.300577588,6.72E-10
0.134388178,2.22E-12
155.4036902,2.56E-10
1,5.72E-05
1,0.02524442
1,1.66E-10
1.03E-09,7.94E-10
9.99E-11,0.000177641
2.04E-09,0.07837827
1.20E-09,5.14E-10
0.215526726,1.05E-07
0.720322902,0.000140746
1.961495845,1.67E-05
0.845467376,5.39E-09
0.005015182,3.88E-06
0.996571205,2.34E-12
0.005110417,5.40E-12
0.996571138,2.34E-12
1,5.05E-13
0.665860207,4.89E-08
0.411972161,8.10E-11
0.66585183,6.56E-10
0.411978634,8.10E-11
0.462218062,1.75E-11
0.727287981,8.81E-10
0.738358067,3.04E-10
0.72728558,8.81E-10
0.999154434,8.81E-09
1,1.04E-09
0.999154415,8.81E-09
0.333622271,8.41E-10
0.120019552,2.86E-10
0.333627863,8.41E-10
0.629909693,9.81E-12
1.872581911,2.04E-12
0.629903426,9.81E-12
0.917178228,2.12E-12
1,8.59E-15
0.000854113,4.78E-12
1,8.59E-15
1,1.85E-15
1,2.50E-11
0.529289339,1.39E-14
1.149522598,4.57E-12
0.529273215,1.39E-14
0.529292596,3.00E-15
0.747120098,8.46E-12
0.14032955,9.77E-10
0.747119809,8.46E-12
0.636913475,6.03E-13
0.680134728,2.79E-12
0.636908334,6.03E-13
0.009593027,1
0.991263378,2.50E-12
0.993381945,0.005374903
0.007717074,1.45E-09
0.99126296,2.50E-12
0.974349561,4.74E-07
0.974349104,4.74E-07
0.112596225,8.26E-11
0.649654035,5.42E-08
0.11258402,8.26E-11
0.656523962,6.21E-12
0.248495433,4.08E-09
0.656526331,6.21E-12
0.99990985,6.91E-11
0.000108229,1.90E-08
0.999909849,6.91E-11
0.999957714,5.36E-12
9.93E-07,1.48E-09
0.999957714,5.36E-12
0.99989295,5.19E-12
0.000100694,1.43E-09
0.999892947,5.19E-12
0.669886363,8.21E-11
0.579695524,1.90E-08
0.669892197,8.21E-11
0.665495461,6.18E-12
0.57745997,1.43E-09
0.665494861,6.18E-12
0.372227716,6.38E-12
0.050074344,1.48E-09
0.372221055,6.38E-12
0.999965857,1.82E-12
4.45E-05,4.38E-11
0.999965855,1.82E-12
0.999988726,3.93E-13
0.787256999,1.04E-05
0.291995796,4.79E-07
0.511935953,0.002773591
0.503287502,0.090011605
0.360871124,1.49E-06
0.607369408,7.71E-05
0.589814389,3.13E-08
0.275892701,0.00104226
0.149748528,2.53E-11
0.282024134,6.73E-07
0.608034286,0.001945973
0.765394526,7.08E-05
0.606403805,2.12E-06
0.418742104,0.039029635
0.356731493,1.65E-05
0.204014968,7.39E-05
0.799308623,2.38E-05
0.765114676,4.95E-06
0.242888084,4.98E-06
0.145451515,0.050481451
0.801450954,1.72E-06
0.745922083,3.20E-09
0.330292167,1.20E-05
0.798366841,4.24E-06
0.794575534,0.000242597
0.767041898,0.00181662
0.582834319,5.56E-07
0.54441146,0.001765757
0.475766702,0.00650375
0.794926749,0.018228125
0.733029736,4.78E-06
0.232699558,0.005815623
0.111984481,0.019628405
0.423030236,0.003521659
0.820504831,0.001046183
0.330292303,1.20E-05
0.623629548,0.000196748
0.626051247,0.166967343
2.10646743,3.55E-06
0.343173207,0.03830413
0.43872556,0.01262
0.701366523,4.65E-06
0.76044844,1.63E-07
0.546597661,6.16E-06
0.534723824,0.047449641
0.145445873,0.050483097
17.79340286,8.02E-05
0.589821454,7.15E-08
0.751929167,1.75E-05
0.541489422,2.06E-05
0.204014798,0.000713989
0.550970331,3.05E-05
0.54637168,6.16E-06
0.534721325,0.047449626
0.526371502,0.026760463
0.647858989,0.000105475
0.784969427,0.013122286
0.678709375,0.015575833
0.72032705,2.52E-07
0.42719465,0.082327562
0.72072755,1.02E-05
0.484345505,3.96E-10
0.330295926,1.20E-05
0.101330301,0.000452369
0.330288068,1.20E-05
0.55035636,3.68E-05
0.574395081,0.123675069
0.534725037,0.047449443
0.290777878,4.14E-06
0.751879023,7.78E-06
0.423646086,0.047556793
0.204011903,0.00071416
0.583529516,2.81E-07
0.534725037,0.047449443
0.56769886,0.063717605
0.434039346,1.12E-09
0.204029023,0.000715963
0.165260196,6.50E-06
0.788713856,1.02E-05
0.14545736,0.050480848
0.732464947,3.00E-06
0.545933294,7.68E-09
0.788294693,5.57E-06
0.070161052,2.56E-07
0.247501694,0.001485474
0.264953123,0.048208897
0.037651036,7.96E-07
1.534955437,4.13E-05
0.345683606,1.67E-08
0.314753883,0.000558233
0.599168632,1.36E-11
0.017296729,3.61E-07
0.493890271,0.001042226
0.793433351,3.79E-05
0.446533483,1.14E-06
0.139939936,0.020903101
0.043148273,8.84E-06
0.524348211,3.96E-05
0.808909088,1.28E-05
0.783355011,2.65E-06
0.941732717,2.67E-06
0.391858984,0.027037226
0.812458402,9.21E-07
0.703749711,1.71E-09
0.008380317,6.42E-06
0.808154449,2.27E-06
0.825365697,0.00012993
0.740621635,0.000972973
0.411633348,2.98E-07
0.334922497,0.000945697
0.236327971,0.00348325
0.84481489,0.0097625
0.727321941,2.56E-06
0.165774686,0.003114786
0.516966292,0.01051284
0.147475306,0.001886185
0.870002145,0.00056032
0.008345863,6.42E-06
0.447756329,0.000105378
0.453059783,0.089426015
7.520948941,1.90E-06
0.029564296,0.020514519
0.16795402,0.006758667
0.656821596,2.49E-06
0.805545848,8.71E-08
0.348883824,3.30E-06
0.345329292,0.025412887
0.391921649,0.027037234
29.77275009,4.29E-05
0.345672749,3.83E-08
0.725176907,9.35E-06
0.340726265,1.11E-05
0.524415409,0.000382402
0.329927337,1.64E-05
0.348402738,3.30E-06
0.345354152,0.025413723
0.324125969,0.014333037
0.532527564,5.65E-05
0.778151767,0.00702819
0.586764732,0.0083425
0.641619379,1.35E-07
0.130408836,0.044093414
0.710110048,5.48E-06
0.209565609,2.12E-10
0.008386883,6.42E-06
0.40346117,0.000242279
0.008357872,6.42E-06
